"id","muestra","feature_id","feature_type","conteo_crudo","condicion"
24100,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00415","gene",394,"ground"
24101,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00420","gene",48,"ground"
24102,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00420","gene",100,"ground"
24103,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00420","gene",35,"ground"
24104,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00420","gene",100,"ground"
24105,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00420","gene",54,"ground"
24106,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00420","gene",30,"ground"
24107,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00420","gene",40,"ground"
24108,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00420","gene",44,"ground"
24109,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00420","gene",79,"ground"
24110,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS15740","gene",26,"ground"
24111,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS15740","gene",66,"ground"
24112,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS15740","gene",32,"ground"
24113,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS15740","gene",38,"ground"
24114,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS15740","gene",30,"ground"
24115,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS15740","gene",18,"ground"
24116,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS15740","gene",23,"ground"
24117,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS15740","gene",22,"ground"
24118,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS15740","gene",39,"ground"
24119,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00425","gene",19,"ground"
24120,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00425","gene",33,"ground"
24121,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00425","gene",18,"ground"
24122,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00425","gene",28,"ground"
24123,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00425","gene",39,"ground"
24124,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00425","gene",15,"ground"
24125,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00425","gene",10,"ground"
24126,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00425","gene",28,"ground"
24127,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00425","gene",28,"ground"
24128,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00430","gene",2371,"ground"
24129,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00430","gene",2819,"ground"
24130,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00430","gene",2101,"ground"
24131,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00430","gene",2240,"ground"
24132,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00430","gene",2943,"ground"
24133,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00430","gene",2071,"ground"
24134,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00430","gene",2478,"ground"
24135,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00430","gene",2805,"ground"
24136,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00430","gene",2429,"ground"
24137,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00435","gene",78,"ground"
24138,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00435","gene",85,"ground"
24139,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00435","gene",58,"ground"
24140,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00435","gene",65,"ground"
24141,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00435","gene",89,"ground"
24142,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00435","gene",49,"ground"
24143,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00435","gene",64,"ground"
24144,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00435","gene",58,"ground"
24145,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00435","gene",83,"ground"
24146,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00440","gene",248,"ground"
24147,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00440","gene",233,"ground"
24148,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00440","gene",196,"ground"
24149,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00440","gene",175,"ground"
24150,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00440","gene",226,"ground"
24151,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00440","gene",208,"ground"
24152,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00440","gene",270,"ground"
24153,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00440","gene",215,"ground"
24154,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00440","gene",272,"ground"
24155,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00445","gene",6,"ground"
24156,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00445","gene",14,"ground"
24157,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00445","gene",16,"ground"
24158,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00445","gene",15,"ground"
24159,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00445","gene",13,"ground"
24160,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00445","gene",5,"ground"
24161,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00445","gene",9,"ground"
24162,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00445","gene",8,"ground"
24163,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00445","gene",12,"ground"
24164,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00450","gene",54,"ground"
24165,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00450","gene",89,"ground"
24166,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00450","gene",72,"ground"
24167,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00450","gene",76,"ground"
24168,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00450","gene",50,"ground"
24169,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00450","gene",55,"ground"
24170,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00450","gene",64,"ground"
24171,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00450","gene",48,"ground"
24172,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00450","gene",78,"ground"
24173,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00455","gene",297,"ground"
24174,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00455","gene",462,"ground"
24175,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00455","gene",279,"ground"
24176,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00455","gene",362,"ground"
24177,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00455","gene",328,"ground"
24178,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00455","gene",182,"ground"
24179,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00455","gene",261,"ground"
24180,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00455","gene",336,"ground"
24181,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00455","gene",353,"ground"
24182,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00460","gene",206,"ground"
24183,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00460","gene",375,"ground"
24184,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00460","gene",160,"ground"
24185,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00460","gene",295,"ground"
24186,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00460","gene",249,"ground"
24187,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00460","gene",116,"ground"
24188,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00460","gene",173,"ground"
24189,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00460","gene",185,"ground"
24190,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00460","gene",294,"ground"
24191,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00465","gene",1238,"ground"
24192,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00465","gene",1633,"ground"
24193,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00465","gene",1097,"ground"
24194,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00465","gene",1384,"ground"
24195,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00465","gene",1251,"ground"
24196,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00465","gene",994,"ground"
24197,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00465","gene",1157,"ground"
24198,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00465","gene",1241,"ground"
24199,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00465","gene",1503,"ground"
24200,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00475","gene",171,"ground"
24201,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00475","gene",236,"ground"
24202,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00475","gene",172,"ground"
24203,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00475","gene",226,"ground"
24204,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00475","gene",253,"ground"
24205,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00475","gene",134,"ground"
24206,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00475","gene",157,"ground"
24207,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00475","gene",226,"ground"
24208,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00475","gene",229,"ground"
24209,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00480","gene",232,"ground"
24210,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00480","gene",350,"ground"
24211,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00480","gene",203,"ground"
24212,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00480","gene",303,"ground"
24213,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00480","gene",336,"ground"
24214,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00480","gene",126,"ground"
24215,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00480","gene",226,"ground"
24216,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00480","gene",234,"ground"
24217,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00480","gene",328,"ground"
24218,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00485","gene",686,"ground"
24219,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00485","gene",906,"ground"
24220,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00485","gene",586,"ground"
24221,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00485","gene",683,"ground"
24222,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00485","gene",787,"ground"
24223,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00485","gene",556,"ground"
24224,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00485","gene",627,"ground"
24225,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00485","gene",713,"ground"
24226,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00485","gene",669,"ground"
24227,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00490","gene",261,"ground"
24228,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00490","gene",416,"ground"
24229,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00490","gene",217,"ground"
24230,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00490","gene",287,"ground"
24231,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00490","gene",291,"ground"
24232,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00490","gene",181,"ground"
24233,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00490","gene",255,"ground"
24234,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00490","gene",280,"ground"
24235,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00490","gene",281,"ground"
24236,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00495","gene",45,"ground"
24237,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00495","gene",62,"ground"
24238,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00495","gene",24,"ground"
24239,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00495","gene",44,"ground"
24240,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00495","gene",44,"ground"
24241,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00495","gene",38,"ground"
24242,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00495","gene",52,"ground"
24243,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00495","gene",48,"ground"
24244,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00495","gene",59,"ground"
24245,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00500","gene",120,"ground"
24246,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00500","gene",184,"ground"
24247,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00500","gene",97,"ground"
24248,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00500","gene",138,"ground"
24249,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00500","gene",203,"ground"
24250,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00500","gene",112,"ground"
24251,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00500","gene",115,"ground"
24252,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00500","gene",190,"ground"
24253,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00500","gene",148,"ground"
24254,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00505","gene",1646,"ground"
24255,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00505","gene",2651,"ground"
24256,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00505","gene",1802,"ground"
24257,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00505","gene",2107,"ground"
24258,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00505","gene",2071,"ground"
24259,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00505","gene",1598,"ground"
24260,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00505","gene",1798,"ground"
24261,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00505","gene",2015,"ground"
24262,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00505","gene",2501,"ground"
24263,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00510","gene",165,"ground"
24264,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00510","gene",221,"ground"
24265,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00510","gene",166,"ground"
24266,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00510","gene",192,"ground"
24267,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00510","gene",183,"ground"
24268,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00510","gene",161,"ground"
24269,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00510","gene",178,"ground"
24270,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00510","gene",167,"ground"
24271,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00510","gene",221,"ground"
24272,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00515","gene",298,"ground"
24273,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00515","gene",282,"ground"
24274,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00515","gene",261,"ground"
24275,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00515","gene",235,"ground"
24276,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00515","gene",253,"ground"
24277,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00515","gene",295,"ground"
24278,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00515","gene",283,"ground"
24279,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00515","gene",259,"ground"
24280,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00515","gene",232,"ground"
24281,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00520","gene",2032,"ground"
24282,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00520","gene",5627,"ground"
24283,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00520","gene",2797,"ground"
24284,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00520","gene",4505,"ground"
24285,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00520","gene",3186,"ground"
24286,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00520","gene",1722,"ground"
24287,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00520","gene",2126,"ground"
24288,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00520","gene",3191,"ground"
24289,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00520","gene",4848,"ground"
24290,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00525","gene",5019,"ground"
24291,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00525","gene",1880,"ground"
24292,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00525","gene",3833,"ground"
24293,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00525","gene",2511,"ground"
24294,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00525","gene",3515,"ground"
24295,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00525","gene",2890,"ground"
24296,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00525","gene",5194,"ground"
24297,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00525","gene",3595,"ground"
24298,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00525","gene",1590,"ground"
24299,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00530","gene",233,"ground"
24300,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00530","gene",214,"ground"
24301,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00530","gene",189,"ground"
24302,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00530","gene",226,"ground"
24303,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00530","gene",279,"ground"
24304,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00530","gene",178,"ground"
24305,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00530","gene",172,"ground"
24306,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00530","gene",269,"ground"
24307,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00530","gene",178,"ground"
24308,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00535","gene",1829,"ground"
24309,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00535","gene",2598,"ground"
24310,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00535","gene",1627,"ground"
24311,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00535","gene",2597,"ground"
24312,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00535","gene",2418,"ground"
24313,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00535","gene",1656,"ground"
24314,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00535","gene",1674,"ground"
24315,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00535","gene",2354,"ground"
24316,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00535","gene",2353,"ground"
24317,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00540","gene",185,"ground"
24318,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00540","gene",232,"ground"
24319,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00540","gene",138,"ground"
24320,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00540","gene",147,"ground"
24321,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00540","gene",218,"ground"
24322,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00540","gene",166,"ground"
24323,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00540","gene",172,"ground"
24324,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00540","gene",128,"ground"
24325,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00540","gene",163,"ground"
24326,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00545","gene",97,"ground"
24327,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00545","gene",145,"ground"
24328,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00545","gene",87,"ground"
24329,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00545","gene",157,"ground"
24330,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00545","gene",179,"ground"
24331,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00545","gene",56,"ground"
24332,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00545","gene",83,"ground"
24333,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00545","gene",164,"ground"
24334,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00545","gene",124,"ground"
24335,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00550","gene",974,"ground"
24336,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00550","gene",866,"ground"
24337,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00550","gene",819,"ground"
24338,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00550","gene",1014,"ground"
24339,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00550","gene",1428,"ground"
24340,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00550","gene",1158,"ground"
24341,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00550","gene",909,"ground"
24342,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00550","gene",1368,"ground"
24343,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00550","gene",713,"ground"
24344,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00555","gene",87,"ground"
24345,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00555","gene",125,"ground"
24346,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00555","gene",59,"ground"
24347,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00555","gene",108,"ground"
24348,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00555","gene",85,"ground"
24349,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00555","gene",79,"ground"
24350,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00555","gene",75,"ground"
24351,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00555","gene",87,"ground"
24352,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00555","gene",120,"ground"
24353,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00560","gene",131,"ground"
24354,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00560","gene",242,"ground"
24355,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00560","gene",69,"ground"
24356,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00560","gene",196,"ground"
24357,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00560","gene",156,"ground"
24358,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00560","gene",76,"ground"
24359,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00560","gene",130,"ground"
24360,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00560","gene",181,"ground"
24361,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00560","gene",176,"ground"
24362,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00565","gene",24,"ground"
24363,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00565","gene",47,"ground"
24364,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00565","gene",35,"ground"
24365,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00565","gene",30,"ground"
24366,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00565","gene",43,"ground"
24367,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00565","gene",30,"ground"
24368,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00565","gene",33,"ground"
24369,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00565","gene",30,"ground"
24370,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00565","gene",45,"ground"
24371,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00570","gene",24,"ground"
24372,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00570","gene",20,"ground"
24373,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00570","gene",27,"ground"
24374,"GLDS-145_rna-seq_GC2-SA-A4","gene-SAR_RS00570","gene",22,"ground"
24375,"GLDS-145_rna-seq_GC2-SA-B1","gene-SAR_RS00570","gene",19,"ground"
24376,"GLDS-145_rna-seq_GC2-SA-B2","gene-SAR_RS00570","gene",25,"ground"
24377,"GLDS-145_rna-seq_GC2-SA-B3","gene-SAR_RS00570","gene",30,"ground"
24378,"GLDS-145_rna-seq_GC2-SA-B4","gene-SAR_RS00570","gene",22,"ground"
24379,"GLDS-145_rna-seq_GC2-SA-B5","gene-SAR_RS00570","gene",21,"ground"
24380,"GLDS-145_rna-seq_GC2-SA-A1","gene-SAR_RS00575","gene",79,"ground"
24381,"GLDS-145_rna-seq_GC2-SA-A2","gene-SAR_RS00575","gene",82,"ground"
24382,"GLDS-145_rna-seq_GC2-SA-A3","gene-SAR_RS00575","gene",51,"ground"
