"id","muestra","feature_id","feature_type","conteo_crudo","superficie","tipo_tiempo"
"449","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS14895","gene","18352","8","preflight"
"450","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS14895","gene","6771","9","preflight"
"451","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS02385","gene","587","3","preflight"
"452","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS02395","gene","1","2","preflight"
"453","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02495","gene","1","1","preflight"
"454","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02515","gene","40","1","preflight"
"455","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02515","gene","143","4","preflight"
"456","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS02515","gene","78","7","preflight"
"457","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02530","gene","20","4","preflight"
"458","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02540","gene","70","1","preflight"
"459","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02540","gene","41","4","preflight"
"460","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS02540","gene","86","9","preflight"
"461","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS02575","gene","151","7","preflight"
"462","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS02590","gene","16","2","preflight"
"463","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02635","gene","1","5","preflight"
"464","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02640","gene","1","5","preflight"
"465","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS02650","gene","1","6","preflight"
"466","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS02650","gene","1","7","preflight"
"467","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS02670","gene","1","6","preflight"
"468","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02680","gene","59","1","preflight"
"469","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02680","gene","56","4","preflight"
"470","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02710","gene","3","5","preflight"
"471","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02730","gene","52","1","preflight"
"472","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02730","gene","33","5","preflight"
"473","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS02745","gene","252","3","preflight"
"474","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS02805","gene","1","8","preflight"
"475","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02810","gene","170","1","preflight"
"476","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS02810","gene","347","2","preflight"
"477","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02810","gene","104","4","preflight"
"478","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02810","gene","235","5","preflight"
"479","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02815","gene","192","1","preflight"
"480","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS02815","gene","665","2","preflight"
"481","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02815","gene","269","4","preflight"
"482","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02815","gene","219","5","preflight"
"483","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS02815","gene","240","7","preflight"
"484","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02820","gene","273","1","preflight"
"485","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02820","gene","48","4","preflight"
"486","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02820","gene","2","5","preflight"
"487","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS02820","gene","18","9","preflight"
"488","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02825","gene","180","1","preflight"
"489","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS02825","gene","208","3","preflight"
"490","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02825","gene","69","4","preflight"
"491","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02825","gene","106","5","preflight"
"492","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS02825","gene","84","8","preflight"
"493","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02835","gene","106","1","preflight"
"494","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS02835","gene","560","3","preflight"
"495","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02835","gene","218","4","preflight"
"496","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02835","gene","256","5","preflight"
"497","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02840","gene","77","1","preflight"
"498","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS02840","gene","312","3","preflight"
"499","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02840","gene","247","4","preflight"
"500","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02840","gene","423","5","preflight"
"501","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS02840","gene","1","6","preflight"
"502","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS02840","gene","510","7","preflight"
"503","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02845","gene","128","1","preflight"
"504","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02850","gene","133","4","preflight"
"505","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02850","gene","120","5","preflight"
"506","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS02850","gene","246","9","preflight"
"507","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02855","gene","509","1","preflight"
"508","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02855","gene","280","4","preflight"
"509","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS02855","gene","168","9","preflight"
"510","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02860","gene","903","1","preflight"
"511","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS02860","gene","162","3","preflight"
"512","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02860","gene","987","4","preflight"
"513","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02860","gene","257","5","preflight"
"514","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS02860","gene","326","9","preflight"
"515","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS02865","gene","891","1","preflight"
"516","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS02865","gene","776","2","preflight"
"517","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS02865","gene","300","3","preflight"
"518","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02865","gene","1499","4","preflight"
"519","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02865","gene","792","5","preflight"
"520","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS02865","gene","621","7","preflight"
"521","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS02865","gene","165","8","preflight"
"522","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS02865","gene","170","9","preflight"
"523","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS02930","gene","14","4","preflight"
"524","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS02930","gene","118","5","preflight"
"525","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS03165","gene","101","3","preflight"
"526","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS03180","gene","22","2","preflight"
"527","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS03235","gene","102","3","preflight"
"528","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS03360","gene","30","1","preflight"
"529","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS03450","gene","1","8","preflight"
"530","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS03530","gene","58","3","preflight"
"531","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS03555","gene","3","3","preflight"
"532","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS03580","gene","30","8","preflight"
"533","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS15635","gene","66","4","preflight"
"534","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS03645","gene","38","3","preflight"
"535","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS03660","gene","2","7","preflight"
"536","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS03665","gene","101","8","preflight"
"537","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS03670","gene","32","4","preflight"
"538","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS03685","gene","20","3","preflight"
"539","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS03835","gene","12","4","preflight"
"540","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS03865","gene","20","4","preflight"
"541","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS03895","gene","14","4","preflight"
"542","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS03920","gene","74","1","preflight"
"543","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS04105","gene","1","8","preflight"
"544","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS04115","gene","10","4","preflight"
"545","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS04140","gene","14","4","preflight"
"546","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS04145","gene","170","7","preflight"
"547","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS04200","gene","64","1","preflight"
"548","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS04225","gene","107","1","preflight"
"549","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS04225","gene","168","3","preflight"
"550","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS04225","gene","118","4","preflight"
"551","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS04225","gene","282","5","preflight"
"552","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS04225","gene","16","7","preflight"
"553","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS04225","gene","151","8","preflight"
"554","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS04240","gene","2","1","preflight"
"555","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS04245","gene","186","1","preflight"
"556","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS04245","gene","70","4","preflight"
"557","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS04245","gene","91","7","preflight"
"558","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS04265","gene","214","5","preflight"
"559","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS15010","gene","2435","1","preflight"
"560","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS15010","gene","5487","2","preflight"
"561","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS15010","gene","676","3","preflight"
"562","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS15010","gene","6810","4","preflight"
"563","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS15010","gene","2544","5","preflight"
"564","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS15010","gene","8","6","preflight"
"565","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS15010","gene","1127","7","preflight"
"566","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS15010","gene","7","8","preflight"
"567","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS15010","gene","627","9","preflight"
"568","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS04300","gene","14","4","preflight"
"569","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS04440","gene","18","3","preflight"
"570","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS04440","gene","1","5","preflight"
"571","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS04455","gene","84","2","preflight"
"572","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS04455","gene","63","5","preflight"
"573","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS04460","gene","1","4","preflight"
"574","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS04465","gene","3","3","preflight"
"575","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS04470","gene","1","2","preflight"
"576","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS04475","gene","563","3","preflight"
"577","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS04475","gene","18","4","preflight"
"578","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS04475","gene","2","7","preflight"
"579","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS04515","gene","60","3","preflight"
"580","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS04515","gene","6","4","preflight"
"581","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS04600","gene","2","4","preflight"
"582","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS04605","gene","286","0","preflight"
"583","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS04680","gene","1","7","preflight"
"584","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS04730","gene","1148","2","preflight"
"585","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS04745","gene","1","8","preflight"
"586","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS04770","gene","1","8","preflight"
"587","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS04815","gene","3","5","preflight"
"588","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS04895","gene","161","8","preflight"
"589","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS04905","gene","58","1","preflight"
"590","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS04910","gene","136","1","preflight"
"591","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS04910","gene","26","4","preflight"
"592","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS05055","gene","1","4","preflight"
"593","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS05090","gene","602","2","preflight"
"594","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS05175","gene","220","1","preflight"
"595","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS05175","gene","164","3","preflight"
"596","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS05175","gene","19","4","preflight"
"597","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS05250","gene","54","1","preflight"
"598","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS05255","gene","106","4","preflight"
"599","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS05255","gene","89","5","preflight"
"600","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS05255","gene","283","7","preflight"
"601","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS05260","gene","233","2","preflight"
"602","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS05260","gene","37","4","preflight"
"603","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS05385","gene","142","3","preflight"
"604","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS05385","gene","38","4","preflight"
"605","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS05385","gene","3","6","preflight"
"606","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS05440","gene","40","1","preflight"
"607","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS05440","gene","304","2","preflight"
"608","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS05440","gene","32","4","preflight"
"609","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS05445","gene","13","3","preflight"
"610","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS05450","gene","138","1","preflight"
"611","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS05450","gene","736","2","preflight"
"612","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS05450","gene","62","4","preflight"
"613","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS05450","gene","94","7","preflight"
"614","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_0","gene-SAR_RS05455","gene","13","0","preflight"
"615","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS05455","gene","59","1","preflight"
"616","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS05455","gene","1","4","preflight"
"617","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS05455","gene","258","8","preflight"
"618","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS05455","gene","4","9","preflight"
"619","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS05520","gene","2","1","preflight"
"620","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS05520","gene","1","4","preflight"
"621","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS05620","gene","4","1","preflight"
"622","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS05620","gene","27","4","preflight"
"623","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS05730","gene","56","1","preflight"
"624","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS05730","gene","228","2","preflight"
"625","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS05730","gene","312","3","preflight"
"626","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS05735","gene","3","3","preflight"
"627","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS05860","gene","200","8","preflight"
"628","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS05895","gene","37","1","preflight"
"629","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS05900","gene","5","5","preflight"
"630","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS05930","gene","39","4","preflight"
"631","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS05935","gene","4","4","preflight"
"632","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS05945","gene","20","2","preflight"
"633","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS05970","gene","346","3","preflight"
"634","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS05970","gene","1","6","preflight"
"635","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS06125","gene","58","4","preflight"
"636","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS06125","gene","152","6","preflight"
"637","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS06170","gene","168","9","preflight"
"638","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS06200","gene","3","4","preflight"
"639","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS06215","gene","26","4","preflight"
"640","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS06240","gene","85","3","preflight"
"641","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS06240","gene","33","4","preflight"
"642","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS06300","gene","282","1","preflight"
"643","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS06300","gene","1111","2","preflight"
"644","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS06300","gene","60","4","preflight"
"645","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_6","gene-SAR_RS06300","gene","166","6","preflight"
"646","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS06300","gene","214","7","preflight"
"647","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS06310","gene","132","1","preflight"
"648","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS06310","gene","22","4","preflight"
"649","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS06345","gene","6","1","preflight"
"650","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_9","gene-SAR_RS06345","gene","4","9","preflight"
"651","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS06370","gene","2","7","preflight"
"652","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS06390","gene","85","1","preflight"
"653","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS06390","gene","248","3","preflight"
"654","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS06400","gene","5","3","preflight"
"655","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS06525","gene","51","4","preflight"
"656","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS06565","gene","22","4","preflight"
"657","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS06600","gene","164","2","preflight"
"658","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS06870","gene","59","5","preflight"
"659","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS06900","gene","1","5","preflight"
"660","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS06905","gene","2","2","preflight"
"661","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS06985","gene","46","1","preflight"
"662","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS07020","gene","48","8","preflight"
"663","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS07075","gene","1","7","preflight"
"664","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS07140","gene","15","4","preflight"
"665","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS07215","gene","66","1","preflight"
"666","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS07215","gene","56","4","preflight"
"667","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_7","gene-SAR_RS07215","gene","294","7","preflight"
"668","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS07270","gene","44","4","preflight"
"669","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS07395","gene","327","3","preflight"
"670","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_8","gene-SAR_RS07395","gene","330","8","preflight"
"671","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_1","gene-SAR_RS15175","gene","550","1","preflight"
"672","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_2","gene-SAR_RS15175","gene","1507","2","preflight"
"673","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_3","gene-SAR_RS15175","gene","250","3","preflight"
"674","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS15175","gene","328","4","preflight"
"675","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_5","gene-SAR_RS15175","gene","71","5","preflight"
"676","GLDS-565_metatranscriptomics_metaT_I4_Capsule_L-44_4","gene-SAR_RS07470","gene","2","4","preflight"
